Date,Ticker,Open,High,Low,Close,Adj_Close,Volume,Market_Cap,Daily_Return,Sector,Country,Source,Volatility_7D,Volatility_30D
2022-09-14,AAPL,95.28,96.55,93.98,94.9,94.9,4210833,948989636.0,0.01644,Technology,USA,Synthetic Stock Generator v1.0,0.030436334880408686,0.024921355832934224
2022-09-15,AAPL,93.11,94.95,91.91,93.92,93.92,4450974,939228935.0,-0.01029,Technology,USA,Synthetic Stock Generator v1.0,0.023186946348158533,0.024570086478077978
2022-09-16,AAPL,95.02,96.48,93.76,94.53,94.53,1348683,945255171.0,0.00642,Technology,USA,Synthetic Stock Generator v1.0,0.019614032270412002,0.02454785459174532
2022-09-19,AAPL,100.37,100.8,98.28,99.87,99.87,1580537,998745356.0,0.05659,Technology,USA,Synthetic Stock Generator v1.0,0.027931914073502467,0.024955295130642548
2022-09-20,AAPL,101.71,102.09,100.59,101.49,101.49,3312635,1014912567.0,0.01619,Technology,USA,Synthetic Stock Generator v1.0,0.024741120100139465,0.024734344555187086
2022-09-21,AAPL,102.24,102.41,101.43,102.38,102.38,1147667,1023799246.0,0.00876,Technology,USA,Synthetic Stock Generator v1.0,0.020346280577376655,0.024737359249598138
2022-09-22,AAPL,102.07,105.0,101.42,102.94,102.94,3089607,1029443456.0,0.00551,Technology,USA,Synthetic Stock Generator v1.0,0.020701373085354722,0.02471989854394611
2022-09-23,AAPL,101.28,102.51,99.74,100.83,100.83,4703398,1008292868.0,-0.02055,Technology,USA,Synthetic Stock Generator v1.0,0.02442909925634164,0.02463345669948734
2022-09-26,AAPL,97.35,99.29,96.11,96.98,96.98,3781229,969840547.0,-0.03814,Technology,USA,Synthetic Stock Generator v1.0,0.0297685893902569,0.025901921290740666
2022-09-27,AAPL,98.63,100.15,97.58,98.7,98.7,3800190,987038403.0,0.01773,Technology,USA,Synthetic Stock Generator v1.0,0.03016478954959623,0.02425172104095452
2022-09-28,AAPL,101.22,101.49,99.5,101.19,101.19,2592725,1011875868.0,0.02516,Technology,USA,Synthetic Stock Generator v1.0,0.022959573788975916,0.023979243658564003
2022-09-29,AAPL,96.46,98.19,95.8,97.21,97.21,2283846,972148985.0,-0.03926,Technology,USA,Synthetic Stock Generator v1.0,0.02656782748255601,0.02551127372156381
2022-09-30,AAPL,99.54,100.78,98.31,98.76,98.76,3969135,987561354.0,0.01585,Technology,USA,Synthetic Stock Generator v1.0,0.027340535752579845,0.02554334375585713
2022-10-03,AAPL,98.49,99.5,97.57,97.78,97.78,3862926,977801003.0,-0.00988,Technology,USA,Synthetic Stock Generator v1.0,0.0269884664960706,0.024430148897876456
2022-10-04,AAPL,96.02,97.85,94.54,96.85,96.85,3275310,968507821.0,-0.0095,Technology,USA,Synthetic Stock Generator v1.0,0.026381029710218478,0.024505190679321096
2022-10-05,AAPL,96.65,97.6,96.18,96.21,96.21,3438175,962057827.0,-0.00666,Technology,USA,Synthetic Stock Generator v1.0,0.022233686689560172,0.02388102066832404
2022-10-06,AAPL,98.69,100.32,96.8,98.3,98.3,2874191,983014552.0,0.02178,Technology,USA,Synthetic Stock Generator v1.0,0.022844707941936625,0.023668697850347302
2022-10-07,AAPL,96.61,97.87,95.48,96.91,96.91,3323772,969095091.0,-0.01416,Technology,USA,Synthetic Stock Generator v1.0,0.020206022086779723,0.023894474319149737
2022-10-10,AAPL,95.83,96.23,94.16,95.26,95.26,1527469,952624547.0,-0.017,Technology,USA,Synthetic Stock Generator v1.0,0.015234852430247886,0.024049847011246628
2022-10-11,AAPL,96.12,97.46,95.32,95.95,95.95,3313601,959468671.0,0.00718,Technology,USA,Synthetic Stock Generator v1.0,0.013746018644372268,0.023727589840840828
2022-10-12,AAPL,94.96,96.35,94.39,94.88,94.88,2369024,948762946.0,-0.01116,Technology,USA,Synthetic Stock Generator v1.0,0.013844900040912485,0.023371116863519305
2022-10-13,AAPL,96.2,97.36,93.99,95.3,95.3,1649732,953018325.0,0.00449,Technology,USA,Synthetic Stock Generator v1.0,0.013964438678982016,0.023170623335316793
2022-10-14,AAPL,95.49,97.02,94.87,96.33,96.33,3447007,963262936.0,0.01075,Technology,USA,Synthetic Stock Generator v1.0,0.014578464057839415,0.02322502881232516
2022-10-17,AAPL,96.05,96.16,95.15,95.58,95.58,2111424,955825645.0,-0.00772,Technology,USA,Synthetic Stock Generator v1.0,0.011194820018119835,0.023173429037009908
2022-10-18,AAPL,97.25,98.88,96.19,96.72,96.72,2055707,967248087.0,0.01195,Technology,USA,Synthetic Stock Generator v1.0,0.011567884936528511,0.021372081036157724
2022-10-19,AAPL,99.84,99.92,97.77,99.1,99.1,1344882,990988231.0,0.02454,Technology,USA,Synthetic Stock Generator v1.0,0.012162227631169475,0.021253249715003034
2022-10-20,AAPL,100.94,101.42,99.22,101.21,101.21,3988891,1012115036.0,0.02132,Technology,USA,Synthetic Stock Generator v1.0,0.01354144678209763,0.02081296546888972
2022-10-21,AAPL,104.0,104.66,102.38,103.44,103.44,1102581,1034410903.0,0.02203,Technology,USA,Synthetic Stock Generator v1.0,0.011474214570069764,0.020534398672729017
2022-10-24,AAPL,103.85,104.43,102.24,103.24,103.24,4295026,1032423890.0,-0.00192,Technology,USA,Synthetic Stock Generator v1.0,0.012433796493352162,0.02003505142287491
2022-10-25,AAPL,103.64,105.18,101.83,104.62,104.62,4122744,1046171918.0,0.01332,Technology,USA,Synthetic Stock Generator v1.0,0.012443684380133652,0.019966579090437933
2022-10-26,AAPL,105.69,107.77,103.47,105.33,105.33,2516363,1053295354.0,0.00681,Technology,USA,Synthetic Stock Generator v1.0,0.009477710191612303,0.019836545641530087
2022-10-27,AAPL,106.42,107.04,105.07,105.66,105.66,4222805,1056591506.0,0.00313,Technology,USA,Synthetic Stock Generator v1.0,0.010343509582157873,0.019661391141249287
2022-10-28,AAPL,109.23,110.1,107.99,109.18,109.18,3705088,1091788620.0,0.03331,Technology,USA,Synthetic Stock Generator v1.0,0.012347072527526565,0.020370088068809005
2022-10-31,AAPL,101.73,104.23,101.03,102.5,102.5,3492685,1024993185.0,-0.06118,Technology,USA,Synthetic Stock Generator v1.0,0.030388675992405953,0.02140959000933499
2022-11-01,AAPL,102.5,104.27,101.06,102.37,102.37,4147128,1023713407.0,-0.00125,Technology,USA,Synthetic Stock Generator v1.0,0.029105400088054376,0.021221369906055918
2022-11-02,AAPL,101.65,104.06,100.03,102.48,102.48,2687302,1024836935.0,0.0011,Technology,USA,Synthetic Stock Generator v1.0,0.029113798561277916,0.021164665402722434
2022-11-03,AAPL,101.92,103.43,99.73,101.7,101.7,2725266,1017014002.0,-0.00763,Technology,USA,Synthetic Stock Generator v1.0,0.02850520929835209,0.021188066213910554
2022-11-04,AAPL,99.96,101.76,99.17,99.39,99.39,4541368,993916379.0,-0.02271,Technology,USA,Synthetic Stock Generator v1.0,0.028877079145924738,0.021263191270091755
2022-11-07,AAPL,99.51,100.63,97.93,98.92,98.92,3924695,989224484.0,-0.00472,Technology,USA,Synthetic Stock Generator v1.0,0.028528113285302432,0.020050939325031446
2022-11-08,AAPL,97.93,100.37,96.68,98.7,98.7,2274009,987043411.0,-0.0022,Technology,USA,Synthetic Stock Generator v1.0,0.022204633793529754,0.019801217775740444
2022-11-09,AAPL,96.9,96.91,95.08,96.75,96.75,2023987,967457169.0,-0.01984,Technology,USA,Synthetic Stock Generator v1.0,0.009391967185794955,0.01954743879216236
2022-11-10,AAPL,93.86,95.09,92.4,94.0,94.0,1299771,939962819.0,-0.02842,Technology,USA,Synthetic Stock Generator v1.0,0.011441927285208627,0.01891154609615848
2022-11-11,AAPL,91.44,91.88,91.04,91.23,91.23,3362210,912330232.0,-0.0294,Technology,USA,Synthetic Stock Generator v1.0,0.011402509539988358,0.019325695728803643
2022-11-14,AAPL,91.96,93.49,90.51,91.1,91.1,3567983,910975858.0,-0.00148,Technology,USA,Synthetic Stock Generator v1.0,0.012386851131437022,0.019275189830154884
2022-11-15,AAPL,90.34,90.51,88.26,90.04,90.04,3014831,900364618.0,-0.01165,Technology,USA,Synthetic Stock Generator v1.0,0.012019576293934655,0.019307335301298884
2022-11-16,AAPL,91.03,93.52,89.71,91.93,91.93,2899815,919342658.0,0.02108,Technology,USA,Synthetic Stock Generator v1.0,0.017860945023790282,0.019747902391154742
2022-11-17,AAPL,91.39,92.58,90.85,91.03,91.03,4460866,910318597.0,-0.00982,Technology,USA,Synthetic Stock Generator v1.0,0.017515798990788742,0.019311118067954616
2022-11-18,AAPL,89.68,90.53,87.92,90.49,90.49,1580419,904862815.0,-0.00599,Technology,USA,Synthetic Stock Generator v1.0,0.017177418038698135,0.01919645817427741
2022-11-21,AAPL,90.06,90.65,88.85,90.48,90.48,4317144,904816550.0,-5e-05,Technology,USA,Synthetic Stock Generator v1.0,0.01516625640470762,0.018991216060886277
2022-11-22,AAPL,91.79,92.66,89.82,91.44,91.44,3124925,914421257.0,0.01062,Technology,USA,Synthetic Stock Generator v1.0,0.011735484245492043,0.019055942172166822
2022-11-23,AAPL,89.69,91.12,89.24,90.19,90.19,3411449,901894995.0,-0.0137,Technology,USA,Synthetic Stock Generator v1.0,0.01290967521999356,0.019106272247495133
2022-11-24,AAPL,91.83,92.23,90.95,91.82,91.82,2076440,918158106.0,0.01803,Technology,USA,Synthetic Stock Generator v1.0,0.013808923960699559,0.019410339314366736
2022-11-25,AAPL,92.5,94.94,91.76,93.37,93.37,3669771,933688062.0,0.01691,Technology,USA,Synthetic Stock Generator v1.0,0.012956639040974193,0.019571453234855565
2022-11-28,AAPL,90.37,91.98,88.71,90.96,90.96,2175525,909564104.0,-0.02584,Technology,USA,Synthetic Stock Generator v1.0,0.016406764574696784,0.02006415069479515
2022-11-29,AAPL,89.11,90.84,86.89,88.6,88.6,4706659,885964916.0,-0.02595,Technology,USA,Synthetic Stock Generator v1.0,0.01912932030256425,0.02038167264689181
2022-11-30,AAPL,87.77,88.14,87.65,87.88,87.88,3813528,878811044.0,-0.00807,Technology,USA,Synthetic Stock Generator v1.0,0.019173490379514498,0.019737188203007034
2022-12-01,AAPL,89.73,91.34,88.31,90.16,90.16,4278601,901597275.0,0.02593,Technology,USA,Synthetic Stock Generator v1.0,0.021810974847757843,0.019956280332583128
2022-12-02,AAPL,91.15,92.81,90.92,91.24,91.24,2875840,912401319.0,0.01198,Technology,USA,Synthetic Stock Generator v1.0,0.021637319502149446,0.019591320093054126
2022-12-05,AAPL,94.2,94.44,92.72,94.22,94.22,1664927,942200003.0,0.03266,Technology,USA,Synthetic Stock Generator v1.0,0.02403386975162545,0.020702842316938044
2022-12-06,AAPL,92.18,94.0,90.75,93.0,93.0,3567338,930004113.0,-0.01294,Technology,USA,Synthetic Stock Generator v1.0,0.023998357880329696,0.020550875463075803
2022-12-07,AAPL,92.4,93.14,91.81,92.64,92.64,2252063,926430625.0,-0.00384,Technology,USA,Synthetic Stock Generator v1.0,0.021398759198563284,0.02045465627512068
2022-12-08,AAPL,92.44,93.17,91.3,93.01,93.01,4852123,930073557.0,0.00393,Technology,USA,Synthetic Stock Generator v1.0,0.01728756558366519,0.02046487784967942
2022-12-09,AAPL,92.76,94.21,91.76,93.02,93.02,3358289,930230622.0,0.00017,Technology,USA,Synthetic Stock Generator v1.0,0.016337449821397097,0.019236973323360378
2022-12-12,AAPL,90.58,92.17,89.18,90.62,90.62,3258155,906169014.0,-0.02587,Technology,USA,Synthetic Stock Generator v1.0,0.01858232852290947,0.016587936358802402
2022-12-13,AAPL,89.16,90.66,88.39,89.36,89.36,2259898,893617212.0,-0.01385,Technology,USA,Synthetic Stock Generator v1.0,0.018573059342319856,0.016676093715531706
2022-12-14,AAPL,87.58,88.08,85.76,87.04,87.04,1604628,870397742.0,-0.02598,Technology,USA,Synthetic Stock Generator v1.0,0.011944808794738361,0.017096548835041712
2022-12-15,AAPL,85.21,85.52,84.2,84.89,84.89,1773390,848876511.0,-0.02473,Technology,USA,Synthetic Stock Generator v1.0,0.013014822868011536,0.017458548819892
2022-12-16,AAPL,83.74,85.79,82.73,84.14,84.14,2183999,841385776.0,-0.00882,Technology,USA,Synthetic Stock Generator v1.0,0.012566612795135327,0.01717815307602796
2022-12-19,AAPL,87.47,88.81,85.64,86.65,86.65,2038930,866516875.0,0.02987,Technology,USA,Synthetic Stock Generator v1.0,0.020138527515093853,0.01834615592546242
2022-12-20,AAPL,84.82,86.73,83.83,85.39,85.39,4207539,853918625.0,-0.01454,Technology,USA,Synthetic Stock Generator v1.0,0.0196763508037538,0.01843690533036714
2022-12-21,AAPL,80.06,81.11,79.81,80.83,80.83,1429417,808267322.0,-0.05346,Technology,USA,Synthetic Stock Generator v1.0,0.024971296855923773,0.0203176871477657
2022-12-22,AAPL,80.11,81.83,79.12,80.62,80.62,4023763,806240386.0,-0.00251,Technology,USA,Synthetic Stock Generator v1.0,0.025491152713572378,0.019867560370047246
2022-12-23,AAPL,75.52,77.1,74.76,75.79,75.79,1659047,757946968.0,-0.0599,Technology,USA,Synthetic Stock Generator v1.0,0.030758970971703478,0.02184584710001519
2022-12-26,AAPL,75.26,75.42,73.7,74.9,74.9,1121161,748974001.0,-0.01184,Technology,USA,Synthetic Stock Generator v1.0,0.030755478567318115,0.021855008213747924
2022-12-27,AAPL,71.27,72.75,69.93,71.88,71.88,3956863,718825117.0,-0.04025,Technology,USA,Synthetic Stock Generator v1.0,0.031591586884877496,0.022704926805968095
2022-12-28,AAPL,72.58,72.86,72.03,72.61,72.61,1017774,726102091.0,0.01012,Technology,USA,Synthetic Stock Generator v1.0,0.026712591199122386,0.022318659790130476
2022-12-29,AAPL,69.58,70.47,67.75,68.99,68.99,3474739,689943313.0,-0.0498,Technology,USA,Synthetic Stock Generator v1.0,0.027796248376526035,0.02361246448796489
2022-12-30,AAPL,67.79,67.82,67.17,67.17,67.17,2498166,671710703.0,-0.02643,Technology,USA,Synthetic Stock Generator v1.0,0.025740893165397023,0.023818889019808033
2023-01-02,AAPL,68.19,68.62,66.83,68.07,68.07,3135327,680656110.0,0.01332,Technology,USA,Synthetic Stock Generator v1.0,0.02865821173765038,0.024126922854702842
2023-01-03,AAPL,71.29,72.41,70.04,71.59,71.59,4437321,715944366.0,0.05184,Technology,USA,Synthetic Stock Generator v1.0,0.03536515173363263,0.0263623321574858
2023-01-04,AAPL,71.25,73.11,70.92,71.96,71.96,1242017,719580096.0,0.00508,Technology,USA,Synthetic Stock Generator v1.0,0.035602661417371624,0.02643990022065442
2023-01-05,AAPL,72.71,73.18,71.67,72.02,72.02,4456058,720163476.0,0.00081,Technology,USA,Synthetic Stock Generator v1.0,0.03206447559586928,0.026058359481183298
2023-01-06,AAPL,71.42,71.81,70.3,71.52,71.52,1639851,715249132.0,-0.00682,Technology,USA,Synthetic Stock Generator v1.0,0.03187422253020085,0.025641342382866833
2023-01-09,AAPL,70.79,71.5,70.79,70.81,70.81,2503457,708061529.0,-0.01005,Technology,USA,Synthetic Stock Generator v1.0,0.02458767093290382,0.025434879174485777
2023-01-10,AAPL,68.39,69.55,68.11,68.8,68.8,4946833,688016492.0,-0.02831,Technology,USA,Synthetic Stock Generator v1.0,0.024982104833355483,0.02549589329112915
2023-01-11,AAPL,67.54,68.15,66.93,68.13,68.13,4216335,681262576.0,-0.00982,Technology,USA,Synthetic Stock Generator v1.0,0.025027274455415,0.02549787939120186
2023-01-12,AAPL,69.16,69.74,69.02,69.48,69.48,4783356,694810371.0,0.01989,Technology,USA,Synthetic Stock Generator v1.0,0.014975009022972134,0.02524218834211589
2023-01-13,AAPL,69.09,69.38,68.15,68.89,68.89,1563870,688939293.0,-0.00845,Technology,USA,Synthetic Stock Generator v1.0,0.014445263023203331,0.024949065898253648
2023-01-16,AAPL,68.84,69.26,68.47,68.91,68.91,1311441,689066022.0,0.00018,Technology,USA,Synthetic Stock Generator v1.0,0.014396865068810136,0.02375423490374021
2023-01-17,AAPL,70.72,72.12,69.07,70.35,70.35,2000336,703465219.0,0.0209,Technology,USA,Synthetic Stock Generator v1.0,0.017643291184173248,0.02440916269453495
2023-01-18,AAPL,67.78,68.5,66.58,68.42,68.42,2369292,684177030.0,-0.02742,Technology,USA,Synthetic Stock Generator v1.0,0.01999061232059645,0.024616974014999755
2023-01-19,AAPL,67.58,68.11,66.33,67.05,67.05,4287341,670538356.0,-0.01993,Technology,USA,Synthetic Stock Generator v1.0,0.018540709648924333,0.024544820695790517
2023-01-20,AAPL,66.53,67.05,65.62,66.23,66.23,3683597,662265046.0,-0.01234,Technology,USA,Synthetic Stock Generator v1.0,0.018707108656489807,0.024462486478537798
2023-01-23,AAPL,65.86,67.34,65.45,66.16,66.16,4067818,661584923.0,-0.00103,Technology,USA,Synthetic Stock Generator v1.0,0.01570702815090541,0.024360954299202174
2023-01-24,AAPL,65.46,66.17,64.13,65.05,65.05,4008972,650523942.0,-0.01672,Technology,USA,Synthetic Stock Generator v1.0,0.01615043903280597,0.024381643094754726
2023-01-25,AAPL,64.79,65.37,64.78,65.16,65.16,2279413,651636434.0,0.00171,Technology,USA,Synthetic Stock Generator v1.0,0.016290154198457592,0.02428910451778457
2023-01-26,AAPL,63.9,64.38,62.62,64.3,64.3,4422830,642953939.0,-0.01332,Technology,USA,Synthetic Stock Generator v1.0,0.010242554089958038,0.02412820323323659
2023-01-27,AAPL,65.03,66.16,64.18,64.81,64.81,3645420,648082166.0,0.00798,Technology,USA,Synthetic Stock Generator v1.0,0.010511404690688599,0.024325111437294225
2023-01-30,AAPL,63.06,64.31,61.87,63.56,63.56,2323555,635615883.0,-0.01924,Technology,USA,Synthetic Stock Generator v1.0,0.01037962082984876,0.0232932047340337
2023-01-31,AAPL,64.56,64.78,64.52,64.73,64.73,2707360,647252937.0,0.01831,Technology,USA,Synthetic Stock Generator v1.0,0.013898289720064794,0.023838731500233617
2023-02-01,AAPL,62.89,64.23,61.68,63.34,63.34,2330852,633352103.0,-0.02148,Technology,USA,Synthetic Stock Generator v1.0,0.015433766475460528,0.0224529443477923
2023-02-02,AAPL,62.19,63.77,61.14,62.76,62.76,2429828,627605808.0,-0.00907,Technology,USA,Synthetic Stock Generator v1.0,0.014815612100239515,0.022431071573913355
2023-02-03,AAPL,62.39,63.04,61.49,62.5,62.5,1139346,624972354.0,-0.0042,Technology,USA,Synthetic Stock Generator v1.0,0.014534181550171135,0.020185837974001586
2023-02-06,AAPL,60.56,61.63,59.4,60.21,60.21,1355094,602081913.0,-0.03663,Technology,USA,Synthetic Stock Generator v1.0,0.018623343774234934,0.02091826134233454
2023-02-07,AAPL,59.72,60.38,59.61,60.19,60.19,1166323,601857732.0,-0.00037,Technology,USA,Synthetic Stock Generator v1.0,0.017578380390208277,0.019981135324364716
2023-02-08,AAPL,59.64,61.03,59.22,60.21,60.21,4476080,602146233.0,0.00048,Technology,USA,Synthetic Stock Generator v1.0,0.01750235875260142,0.01979442909263738
2023-02-09,AAPL,63.36,63.8,62.73,62.96,62.96,2383471,629622969.0,0.04563,Technology,USA,Synthetic Stock Generator v1.0,0.02546762893968587,0.02018221648057929
2023-02-10,AAPL,62.57,63.53,62.07,62.94,62.94,4903966,629378695.0,-0.00039,Technology,USA,Synthetic Stock Generator v1.0,0.02422574594654761,0.01968700471079233
2023-02-13,AAPL,62.86,64.05,62.11,62.83,62.83,3899187,628263733.0,-0.00177,Technology,USA,Synthetic Stock Generator v1.0,0.02395852577148391,0.01947418268835206
2023-02-14,AAPL,66.8,68.06,65.44,66.3,66.3,4615459,663040504.0,0.05535,Technology,USA,Synthetic Stock Generator v1.0,0.031455414478273866,0.019819305182852277
2023-02-15,AAPL,66.15,66.85,64.65,65.79,65.79,4366494,657860957.0,-0.00781,Technology,USA,Synthetic Stock Generator v1.0,0.025898023550254272,0.01979197428484472
2023-02-16,AAPL,66.35,67.09,65.88,66.2,66.2,2448711,662018403.0,0.00632,Technology,USA,Synthetic Stock Generator v1.0,0.025441069627858123,0.01985208207616071
2023-02-17,AAPL,65.83,66.21,64.6,65.22,65.22,2590924,652198692.0,-0.01483,Technology,USA,Synthetic Stock Generator v1.0,0.027378672878199006,0.019964149998745614
2023-02-20,AAPL,63.72,64.4,62.67,63.87,63.87,4423731,638746990.0,-0.02063,Technology,USA,Synthetic Stock Generator v1.0,0.02508550378206508,0.020187357341583428
2023-02-21,AAPL,62.69,64.23,62.16,63.24,63.24,1624449,632414747.0,-0.00991,Technology,USA,Synthetic Stock Generator v1.0,0.02551135890801066,0.019672156146982592
2023-02-22,AAPL,63.79,64.89,63.38,63.51,63.51,2377466,635121758.0,0.00428,Technology,USA,Synthetic Stock Generator v1.0,0.025505937777403197,0.01966264662498035
2023-02-23,AAPL,64.18,64.9,63.73,64.04,64.04,1587514,640442047.0,0.00838,Technology,USA,Synthetic Stock Generator v1.0,0.011299880319635998,0.01932718838927389
2023-02-24,AAPL,64.18,64.64,63.33,63.7,63.7,4729264,637025549.0,-0.00533,Technology,USA,Synthetic Stock Generator v1.0,0.011231585564189768,0.01930263533910547
2023-02-27,AAPL,63.16,64.44,62.93,63.72,63.72,1013681,637158474.0,0.00021,Technology,USA,Synthetic Stock Generator v1.0,0.010458533767762587,0.019302775992962342
2023-02-28,AAPL,66.05,66.79,65.07,65.79,65.79,3604409,657907088.0,0.03256,Technology,USA,Synthetic Stock Generator v1.0,0.016772488244287533,0.019896953238144784
2023-03-01,AAPL,64.42,64.89,63.99,64.23,64.23,4903477,642338460.0,-0.02366,Technology,USA,Synthetic Stock Generator v1.0,0.017459770630686763,0.019742816196766634
2023-03-02,AAPL,64.52,64.87,64.09,64.69,64.69,3000915,646901293.0,0.0071,Technology,USA,Synthetic Stock Generator v1.0,0.016873022564916813,0.019507700442433617
2023-03-03,AAPL,66.59,66.98,65.92,66.02,66.02,2557199,660244029.0,0.02063,Technology,USA,Synthetic Stock Generator v1.0,0.018107629541689024,0.01977451455439727
2023-03-06,AAPL,64.17,64.67,64.15,64.59,64.59,3883487,645926005.0,-0.02169,Technology,USA,Synthetic Stock Generator v1.0,0.020740817819206777,0.020170472526790828
2023-03-07,AAPL,62.28,63.28,60.7,61.84,61.84,4857939,618401601.0,-0.04261,Technology,USA,Synthetic Stock Generator v1.0,0.02669065611425702,0.02140016408788742
2023-03-08,AAPL,61.32,61.77,61.01,61.44,61.44,2458219,614431834.0,-0.00642,Technology,USA,Synthetic Stock Generator v1.0,0.026637136983292113,0.021410024027323633
2023-03-09,AAPL,62.91,63.33,62.45,62.54,62.54,2922034,625416096.0,0.01788,Technology,USA,Synthetic Stock Generator v1.0,0.023604356740713334,0.021585067584876327
2023-03-10,AAPL,62.97,63.26,61.85,62.45,62.45,1765232,624545304.0,-0.00139,Technology,USA,Synthetic Stock Generator v1.0,0.022452158661728505,0.021522874759916134
2023-03-13,AAPL,60.98,62.33,59.9,61.59,61.59,3537554,615892942.0,-0.01385,Technology,USA,Synthetic Stock Generator v1.0,0.022153582425551765,0.021387519964453233
2023-03-14,AAPL,60.93,61.26,60.92,60.99,60.99,3182060,609915915.0,-0.0097,Technology,USA,Synthetic Stock Generator v1.0,0.018576762750428723,0.021133011372144128
2023-03-15,AAPL,59.45,60.0,59.3,59.86,59.86,3783642,598580915.0,-0.01858,Technology,USA,Synthetic Stock Generator v1.0,0.01831697001352004,0.02104617074406901
2023-03-16,AAPL,61.94,62.12,61.69,62.09,62.09,3240472,620872480.0,0.03724,Technology,USA,Synthetic Stock Generator v1.0,0.0199037525775083,0.022153688644889664
2023-03-17,AAPL,63.62,63.95,62.06,63.14,63.14,4181644,631415419.0,0.01698,Technology,USA,Synthetic Stock Generator v1.0,0.020458108998867058,0.022355865956023235
2023-03-20,AAPL,62.48,63.38,61.94,62.45,62.45,2979154,624477996.0,-0.01099,Technology,USA,Synthetic Stock Generator v1.0,0.020120334182588746,0.021351738223676645
2023-03-21,AAPL,61.4,63.16,61.29,61.94,61.94,2495078,619386480.0,-0.00815,Technology,USA,Synthetic Stock Generator v1.0,0.02035669072179608,0.021421575279872974
2023-03-22,AAPL,65.0,66.04,64.2,64.44,64.44,4076445,644353137.0,0.04031,Technology,USA,Synthetic Stock Generator v1.0,0.02452717132759778,0.022579823574237216
2023-03-23,AAPL,65.14,65.32,64.21,64.91,64.91,1790170,649128379.0,0.00741,Technology,USA,Synthetic Stock Generator v1.0,0.023445641284428467,0.02109194252647751
2023-03-24,AAPL,66.83,67.34,65.57,66.35,66.35,4211346,663453323.0,0.02207,Technology,USA,Synthetic Stock Generator v1.0,0.020240748033419666,0.02142833879348272
2023-03-27,AAPL,65.19,65.83,64.25,64.75,64.75,2348466,647507516.0,-0.02403,Technology,USA,Synthetic Stock Generator v1.0,0.02216712011709495,0.021941912405257672
2023-03-28,AAPL,65.08,66.32,63.88,65.52,65.52,1143065,655178768.0,0.01185,Technology,USA,Synthetic Stock Generator v1.0,0.021834739031447798,0.019549591300075827
2023-03-29,AAPL,65.1,66.05,64.64,65.17,65.17,2738573,651703671.0,-0.0053,Technology,USA,Synthetic Stock Generator v1.0,0.021215868611781662,0.01952130332056069
2023-03-30,AAPL,65.35,66.72,65.23,65.8,65.8,3933603,658037965.0,0.00972,Technology,USA,Synthetic Stock Generator v1.0,0.020238768431380626,0.019569840051854612
2023-03-31,AAPL,64.5,65.06,63.81,64.77,64.77,3519264,647658277.0,-0.01577,Technology,USA,Synthetic Stock Generator v1.0,0.016462382371131307,0.019595114535979664
2023-04-03,AAPL,66.57,66.65,66.35,66.48,66.48,2550406,664793699.0,0.02646,Technology,USA,Synthetic Stock Generator v1.0,0.01909212527769104,0.019774652590057604
2023-04-04,AAPL,66.03,66.75,64.32,65.5,65.5,1186865,654984724.0,-0.01475,Technology,USA,Synthetic Stock Generator v1.0,0.01819734360520007,0.019890553190067314
2023-04-05,AAPL,65.46,66.24,64.35,65.3,65.3,4340973,653002854.0,-0.00303,Technology,USA,Synthetic Stock Generator v1.0,0.015419251417812599,0.01989834754590119
2023-04-06,AAPL,61.73,62.81,61.17,62.18,62.18,3073149,621830817.0,-0.04774,Technology,USA,Synthetic Stock Generator v1.0,0.02314526548315478,0.021744445138191425
2023-04-07,AAPL,62.93,63.72,62.09,62.49,62.49,4119470,624852766.0,0.00486,Technology,USA,Synthetic Stock Generator v1.0,0.023598502777365665,0.021750059838733925
2023-04-10,AAPL,63.16,64.15,62.95,63.41,63.41,1314619,634078331.0,0.01476,Technology,USA,Synthetic Stock Generator v1.0,0.024217921738525272,0.021925935938554818
2023-04-11,AAPL,62.33,62.99,61.56,62.84,62.84,4635618,628371902.0,-0.009,Technology,USA,Synthetic Stock Generator v1.0,0.02384992013563551,0.0210998754939945
2023-04-12,AAPL,63.39,64.56,62.36,63.16,63.16,4353578,631635509.0,0.00519,Technology,USA,Synthetic Stock Generator v1.0,0.02042160737109225,0.02069990350357875
2023-04-13,AAPL,65.6,66.14,64.09,65.0,65.0,4316196,649964619.0,0.02902,Technology,USA,Synthetic Stock Generator v1.0,0.024065264337194577,0.021348690331038467
2023-04-14,AAPL,65.6,66.66,64.7,65.42,65.42,3434635,654180917.0,0.00649,Technology,USA,Synthetic Stock Generator v1.0,0.024190116734299758,0.02104004136615838
2023-04-17,AAPL,65.55,66.48,64.53,65.25,65.25,1411108,652507264.0,-0.00256,Technology,USA,Synthetic Stock Generator v1.0,0.012251524880795991,0.020649151052655964
2023-04-18,AAPL,66.02,67.02,64.78,65.63,65.63,4687628,656251669.0,0.00574,Technology,USA,Synthetic Stock Generator v1.0,0.012230814130127055,0.01898445933104113
2023-04-19,AAPL,66.08,66.48,64.28,65.55,65.55,3405699,655473128.0,-0.00119,Technology,USA,Synthetic Stock Generator v1.0,0.012048435187865346,0.01892690423769796
2023-04-20,AAPL,65.94,66.66,64.5,65.7,65.7,2228079,657016858.0,0.00236,Technology,USA,Synthetic Stock Generator v1.0,0.010549680654160261,0.018697984896651372
